13/03/2023 13:25:23, Photoresistor, 1023
13/03/2023 13:25:28, Photoresistor, 1023
13/03/2023 13:25:33, Photoresistor, 1023
13/03/2023 13:25:38, Photoresistor, 1023
13/03/2023 13:25:43, Photoresistor, 1023
13/03/2023 13:25:48, Photoresistor, 1023
13/03/2023 13:25:53, Photoresistor, 1023
13/03/2023 13:25:58, Photoresistor, 1023
13/03/2023 13:26:03, Photoresistor, 1023
13/03/2023 13:26:08, Photoresistor, 1023
13/03/2023 13:26:13, Photoresistor, 1023
13/03/2023 13:26:18, Photoresistor, 1023
13/03/2023 13:26:23, Photoresistor, 1023
13/03/2023 13:26:28, Photoresistor, 1023
13/03/2023 13:26:33, Photoresistor, 1023
13/03/2023 13:26:38, Photoresistor, 1023
13/03/2023 13:26:43, Photoresistor, 1023
13/03/2023 13:26:48, Photoresistor, 1023
13/03/2023 13:26:53, Photoresistor, 1023
13/03/2023 13:26:58, Photoresistor, 1023
13/03/2023 13:27:03, Photoresistor, 1023
13/03/2023 13:27:08, Photoresistor, 1023
13/03/2023 13:27:13, Photoresistor, 1023
13/03/2023 13:27:18, Photoresistor, 1023
13/03/2023 13:27:23, Photoresistor, 1023
13/03/2023 13:27:28, Photoresistor, 1023
13/03/2023 13:27:33, Photoresistor, 1023
13/03/2023 13:27:38, Photoresistor, 1023
13/03/2023 13:27:43, Photoresistor, 1023
13/03/2023 13:27:48, Photoresistor, 1023
13/03/2023 13:27:53, Photoresistor, 1023
13/03/2023 13:27:58, Photoresistor, 1023
13/03/2023 13:28:03, Photoresistor, 1023
13/03/2023 13:28:08, Photoresistor, 1023
13/03/2023 13:28:13, Photoresistor, 1023
13/03/2023 13:28:18, Photoresistor, 1023
13/03/2023 13:28:23, Photoresistor, 1023
13/03/2023 13:28:28, Photoresistor, 1023
13/03/2023 13:28:33, Photoresistor, 1023
13/03/2023 13:28:38, Photoresistor, 1023
13/03/2023 13:28:43, Photoresistor, 1023
13/03/2023 13:28:48, Photoresistor, 1023
13/03/2023 13:28:53, Photoresistor, 1023
13/03/2023 13:28:58, Photoresistor, 1023
13/03/2023 13:29:03, Photoresistor, 1023
13/03/2023 13:29:08, Photoresistor, 1023
13/03/2023 13:29:13, Photoresistor, 1023
13/03/2023 13:29:18, Photoresistor, 1023
13/03/2023 13:29:23, Photoresistor, 1023
13/03/2023 13:29:28, Photoresistor, 1023
13/03/2023 13:29:33, Photoresistor, 1023
13/03/2023 13:29:38, Photoresistor, 1023
13/03/2023 13:29:43, Photoresistor, 1023
13/03/2023 13:29:48, Photoresistor, 1023
13/03/2023 13:29:53, Photoresistor, 1023
13/03/2023 13:29:58, Photoresistor, 1023
13/03/2023 13:30:03, Photoresistor, 1023
13/03/2023 13:30:08, Photoresistor, 1023
13/03/2023 13:30:13, Photoresistor, 1023
13/03/2023 13:30:18, Photoresistor, 1023
13/03/2023 13:30:23, Photoresistor, 1023
13/03/2023 13:30:28, Photoresistor, 1023
13/03/2023 13:30:33, Photoresistor, 1023
13/03/2023 13:30:38, Photoresistor, 1023
13/03/2023 13:30:43, Photoresistor, 1023
13/03/2023 13:30:48, Photoresistor, 1023
13/03/2023 13:30:53, Photoresistor, 1023
13/03/2023 13:30:58, Photoresistor, 1023
13/03/2023 13:31:03, Photoresistor, 1023
13/03/2023 13:31:08, Photoresistor, 1023
13/03/2023 13:31:13, Photoresistor, 1023
13/03/2023 13:31:18, Photoresistor, 1023
13/03/2023 13:31:23, Photoresistor, 1023
13/03/2023 13:31:28, Photoresistor, 1023
13/03/2023 13:31:33, Photoresistor, 1023
13/03/2023 13:31:38, Photoresistor, 1023
13/03/2023 13:31:43, Photoresistor, 1023
13/03/2023 13:31:48, Photoresistor, 1023
13/03/2023 13:31:53, Photoresistor, 1023
13/03/2023 13:31:58, Photoresistor, 1023
13/03/2023 13:32:03, Photoresistor, 1023
13/03/2023 13:32:08, Photoresistor, 1023
13/03/2023 13:32:13, Photoresistor, 1023
13/03/2023 13:32:18, Photoresistor, 1023
13/03/2023 13:32:23, Photoresistor, 1023
13/03/2023 13:32:28, Photoresistor, 1023
13/03/2023 13:32:33, Photoresistor, 1023
13/03/2023 13:32:38, Photoresistor, 1023
13/03/2023 13:32:43, Photoresistor, 1023
13/03/2023 13:32:48, Photoresistor, 1023
13/03/2023 13:32:53, Photoresistor, 1023
13/03/2023 13:32:58, Photoresistor, 1023
13/03/2023 13:33:03, Photoresistor, 1023
13/03/2023 13:33:08, Photoresistor, 1023
13/03/2023 13:33:13, Photoresistor, 1023
13/03/2023 13:33:18, Photoresistor, 1023
13/03/2023 13:33:23, Photoresistor, 1023
13/03/2023 13:33:28, Photoresistor, 1023
13/03/2023 13:33:33, Photoresistor, 1023
13/03/2023 13:33:38, Photoresistor, 1023
13/03/2023 13:33:43, Photoresistor, 1023
13/03/2023 13:33:48, Photoresistor, 1023
13/03/2023 13:33:53, Photoresistor, 1023
13/03/2023 13:33:58, Photoresistor, 1023
13/03/2023 13:34:03, Photoresistor, 1023
13/03/2023 13:34:08, Photoresistor, 1023
13/03/2023 13:34:13, Photoresistor, 1023
13/03/2023 13:34:18, Photoresistor, 1023
13/03/2023 13:34:23, Photoresistor, 1023
13/03/2023 13:34:28, Photoresistor, 1023
13/03/2023 13:34:33, Photoresistor, 1023
13/03/2023 13:34:38, Photoresistor, 1023
13/03/2023 13:34:43, Photoresistor, 1023
13/03/2023 13:34:48, Photoresistor, 1023
13/03/2023 13:34:53, Photoresistor, 1023
13/03/2023 13:34:58, Photoresistor, 1023
13/03/2023 13:35:03, Photoresistor, 1023
13/03/2023 13:35:08, Photoresistor, 1023
13/03/2023 13:35:13, Photoresistor, 1023
13/03/2023 13:35:18, Photoresistor, 1023
13/03/2023 13:35:23, Photoresistor, 1023
13/03/2023 13:35:28, Photoresistor, 1023
13/03/2023 13:35:33, Photoresistor, 1023
13/03/2023 13:35:38, Photoresistor, 1023
13/03/2023 13:35:43, Photoresistor, 1023
13/03/2023 13:35:48, Photoresistor, 1023
13/03/2023 13:35:53, Photoresistor, 1023
13/03/2023 13:35:58, Photoresistor, 1023
13/03/2023 13:36:03, Photoresistor, 1023
13/03/2023 13:36:08, Photoresistor, 1023
13/03/2023 13:36:13, Photoresistor, 1023
13/03/2023 13:36:18, Photoresistor, 1023
13/03/2023 13:36:23, Photoresistor, 1023
13/03/2023 13:36:28, Photoresistor, 1023
13/03/2023 13:36:33, Photoresistor, 1023
13/03/2023 13:36:38, Photoresistor, 1023
13/03/2023 13:36:43, Photoresistor, 1023
13/03/2023 13:36:48, Photoresistor, 1023
13/03/2023 13:36:53, Photoresistor, 1023
13/03/2023 13:36:58, Photoresistor, 1023
13/03/2023 13:37:03, Photoresistor, 1023
13/03/2023 13:37:08, Photoresistor, 1023
13/03/2023 13:37:13, Photoresistor, 1023
13/03/2023 13:37:18, Photoresistor, 1023
13/03/2023 13:37:23, Photoresistor, 1023
13/03/2023 13:37:28, Photoresistor, 1023
13/03/2023 13:37:33, Photoresistor, 1023
13/03/2023 13:37:38, Photoresistor, 1023
13/03/2023 13:37:43, Photoresistor, 1023
13/03/2023 13:37:48, Photoresistor, 1023
13/03/2023 13:37:53, Photoresistor, 1023
13/03/2023 13:37:58, Photoresistor, 1023
13/03/2023 13:38:03, Photoresistor, 1023
13/03/2023 13:38:08, Photoresistor, 1023
13/03/2023 13:38:13, Photoresistor, 1023
13/03/2023 13:38:18, Photoresistor, 1023
13/03/2023 13:38:23, Photoresistor, 1023
13/03/2023 13:38:28, Photoresistor, 1023
13/03/2023 13:38:33, Photoresistor, 1023
13/03/2023 13:38:37, Photoresistor, 1023
13/03/2023 13:38:43, Photoresistor, 1023
13/03/2023 13:38:47, Photoresistor, 1023
13/03/2023 13:38:53, Photoresistor, 1023
13/03/2023 13:38:57, Photoresistor, 1023
13/03/2023 13:39:03, Photoresistor, 1023
13/03/2023 13:39:07, Photoresistor, 1023
13/03/2023 13:39:12, Photoresistor, 1023
13/03/2023 13:39:17, Photoresistor, 1023
13/03/2023 13:39:22, Photoresistor, 1023
13/03/2023 13:39:27, Photoresistor, 1023
13/03/2023 13:39:32, Photoresistor, 1023
13/03/2023 13:39:37, Photoresistor, 1023
13/03/2023 13:39:42, Photoresistor, 1023
13/03/2023 13:39:47, Photoresistor, 1023
13/03/2023 13:39:52, Photoresistor, 1023
13/03/2023 13:39:57, Photoresistor, 1023
13/03/2023 13:40:02, Photoresistor, 1023
13/03/2023 13:40:07, Photoresistor, 1023
13/03/2023 13:40:12, Photoresistor, 839
13/03/2023 13:40:17, Photoresistor, 870
13/03/2023 13:40:22, Photoresistor, 861
13/03/2023 13:40:27, Photoresistor, 848
13/03/2023 13:40:32, Photoresistor, 851
13/03/2023 13:40:37, Photoresistor, 832
13/03/2023 13:40:42, Photoresistor, 1023
13/03/2023 13:40:47, Photoresistor, 1023
13/03/2023 13:40:52, Photoresistor, 1023
13/03/2023 13:40:57, Photoresistor, 45
13/03/2023 13:41:02, Photoresistor, 1023
13/03/2023 13:41:07, Photoresistor, 0
13/03/2023 13:41:12, Photoresistor, 0
13/03/2023 13:41:17, Photoresistor, 0
13/03/2023 13:41:17, Photoresistor, 0
13/03/2023 13:41:17, Photoresistor, 0
13/03/2023 13:41:18, Photoresistor, 0
13/03/2023 13:41:18, Photoresistor, 0
13/03/2023 13:41:22, Photoresistor, 1
13/03/2023 13:41:27, Photoresistor, 0
13/03/2023 13:41:32, Photoresistor, 29
13/03/2023 13:41:37, Photoresistor, 1023
13/03/2023 13:41:42, Photoresistor, 1023
13/03/2023 13:41:47, Photoresistor, 1023
13/03/2023 13:41:52, Photoresistor, 1023
13/03/2023 13:41:57, Photoresistor, 1023
13/03/2023 13:42:02, Photoresistor, 1023
13/03/2023 13:42:07, Photoresistor, 881
13/03/2023 13:42:12, Photoresistor, 1023
